zone,index,page,category,confidence,rationale,topics,topic_count,needs_review,mixed_flag
Zone 5B,278,88,Against proposed Zoning Changes,high,Vehemently opposes multipurpose buildings,General opposition,1,no,no
Zone 5B,279,88,In Favor of proposed Zoning Changes,high,Says very good,General support,1,no,no
Zone 5B,280,88,Against proposed Zoning Changes,high,Raises parking problem and empty buildings,Parking,1,no,no
Zone 5B,281,88,Against proposed Zoning Changes,high,Does not support changes,General support,1,no,no
Zone 5B,282,88,In Favor of proposed Zoning Changes,high,Loves plan as progress,General support,1,no,no
Zone 5B,283,88,Against proposed Zoning Changes,medium,Rejects affordable housing recommendation,Affordable housing,1,yes,no
Zone 5B,284,88,Against proposed Zoning Changes,high,Opposes development without more parking,Parking,1,no,no
Zone 5B,285,88,Against proposed Zoning Changes,high,Calls parking reduction insane,Parking,1,no,no
Zone 5B,286,88,Against proposed Zoning Changes,high,Strongly opposes zoning changes,General opposition,1,no,no
Zone 5B,287,88,In Favor of proposed Zoning Changes,medium,Says makes sense with environmental caveat,General support,1,yes,no
Zone 5B,288,88,Against proposed Zoning Changes,high,Requires one parking space per unit,Parking,1,no,no
Zone 5B,289,88,Neutral,high,States housing preference only,Unclear or neutral,1,no,no
Zone 5B,290,88,Against proposed Zoning Changes,high,Says stop building apartments,Density; Conditional or mixed response,2,no,yes
Zone 5B,291,88,Against proposed Zoning Changes,high,Opposes if reduced parking is included,Parking,1,no,no
Zone 5B,292,88,In Favor of proposed Zoning Changes,high,Supports density and accessibility,Density,1,no,no
Zone 5B,293,88,Against proposed Zoning Changes,high,Would not support added stories,Building height,1,no,no
Zone 5B,294,89,Against proposed Zoning Changes,high,Rejects parking requirement reduction,Parking,1,no,no
Zone 5B,295,89,Against proposed Zoning Changes,medium,Concerned about height and traffic,Traffic and safety; Building height,2,yes,no
Zone 5B,296,89,In Favor of proposed Zoning Changes,medium,Encourages development there,General support,1,yes,no
Zone 5B,297,89,Against proposed Zoning Changes,high,Says no taller buildings needed,Building height,1,no,no
Zone 5B,298,89,Against proposed Zoning Changes,medium,Questions need for expansion,General opposition,1,yes,no
Zone 5B,299,89,In Favor of proposed Zoning Changes,high,Supports denser development,Density,1,no,no
Zone 5B,300,89,In Favor of proposed Zoning Changes,high,One hundred percent support,General support,1,no,no
Zone 5B,301,89,In Favor of proposed Zoning Changes,high,Supports densification,General support,1,no,no
Zone 5B,302,89,In Favor of proposed Zoning Changes,high,Supports upzoning for housing and businesses,Transit and walkability,1,no,no
Zone 5B,303,89,In Favor of proposed Zoning Changes,high,Strongly supports,General support,1,no,no
